,Tokens
190998,.
190999,The
191000,result
191001,will
191002,include
191003,only
191004,numeric
191005,-typed
191006,columns
191007,or
191008,","
191009,if
191010,none
191011,are
191012,","
191013,only
191014,categorical
191015,columns
191016,.
191017,Also
191018,","
191019,from
191020,the
191021,Notes
191022,"section:
The output DataFrame index depends on the requested dtypes:
For numeric dtypes, it will include: count, mean, std, min, max, and
  lower, 50, and upper percentiles.
For object dtypes (e.g. timestamps or strings)"
191023,","
191024,the
191025,index
191026,will
191027,include
191028,the
191029,count
191030,","
191031,unique
191032,","
191033,most
191034,common
191035,","
191036,and
191037,frequency
191038,of
191039,the
191040,most
191041,common
191042,.
191043,Timestamps
191044,also
191045,include
191046,the
191047,first
191048,and
191049,last
191050,items
191051,.
191052,try
191053,the
191054,follwing
191055,code
191056,For
191057,a
191058,certain
191059,Kaggle
191060,dataset
191061,(rules
191062,prohibit
191063,me
191064,from
191065,sharing
191066,the
191067,data
191068,here
191069,","
191070,but
191071,is
191072,readily
191073,accessible
191074,here
191075,"),"
191076,I
191077,get
191078,:
191079,whereas
191080,for
191081,the
191082,same
191083,dataset
191084,df_train
191085,.columns
191086,gives
191087,me
191088,:
191089,and
191090,df_train
191091,.dtypes
191092,gives
191093,me
191094,:
191095,Am
191096,I
191097,missing
191098,some
191099,reason
191100,why
191101,pandas
191102,only
191103,describes
191104,one
191105,column
191106,in
191107,the
191108,dataset
191109,?
191110,If
191111,I
191112,remember
191113,correctly
191114,","
191115,there
191116,should
191117,be
191118,a
191119,specific
191120,function
191121,available
191122,in
191123,opencv
191124,for
191125,python
191126,called
191127,pyopencv_to
191128,"(pyobject,"
191129,"cv::mat, ... )"
191130,","
191131,which
191132,also
191133,takes
191134,strides
191135,into
191136,the
191137,account
191138,and
191139,can
191140,handle
191141,both
191142,gray
191143,and
191144,color
191145,images
191146,.
191147,Since
191148,showNaoImage
191149,returns
191150,a
191151,numpy
191152,array
191153,","
191154,you
191155,can
191156,use
191157,numpy
191158,'s
191159,C
191160,API
191161,to
191162,extract
191163,values
191164,from
191165,the
191166,frame
191167,","
191168,or
191169,obtain
191170,the
191171,pointer
191172,to
191173,the
191174,memory
191175,that
191176,holds
191177,the
191178,values
191179,.
191180,See
191181,the
191182,documentation
191183,","
191184,specifically
191185,the
191186,part
191187,that
191188,deals
191189,with
191190,array
191191,data
191192,access
191193,.
191194,To
191195,convert
191196,the
191197,data
191198,to
191199,a
191200,Mat
191201,array
191202,accepted
191203,by
191204,cv
191205,"::imshow,"
191206,use
191207,the
191208,Mat
191209,constructor
191210,with
191211,the
191212,data
191213,and
191214,its
191215,dimensions
191216,.
191217,For
191218,example
191219,:
191220,I
191221,have
191222,a
191223,c
191224,++
191225,facerecognition
191226,code
191227,and
191228,a
191229,python
191230,code
191231,in
191232,opencv
191233,.
191234,In
191235,python
191236,code
191237,i
191238,read
191239,frames
191240,from
191241,a
191242,robot
191243,and
191244,i
191245,want
191246,to
191247,send
191248,this
191249,fram
191250,to
191251,my
191252,c
191253,++
191254,code
191255,.
191256,I
191257,use
191258,this
191259,link
191260,tho
191261,call
191262,python
191263,function
191264,in
191265,c
191266,++
191267,function
191268,.
191269,my
191270,c
191271,++
191272,function
191273,is
191274,embed
191275,.cpp:
191276,and
191277,my
191278,python
191279,code
191280,is
191281,alvideo2
191282,.py:
191283,So
191284,","
191285,my
191286,question
191287,is
191288,how
191289,can
191290,i
191291,use
191292,returnd
191293,fram
191294,in
191295,"cv::imshow(""Original_image"",presult)"
191296,;
191297,?
191298,.
191299,in
191300,otherwise
191301,how
191302,can
191303,i
191304,convert
191305,pyobject
191306,to
191307,Mat
191308,?
191309,thanks
191310,alot
191311,.
191312,The
191313,idea
191314,is
191315,to
191316,convert
191317,the
191318,list
191319,of
191320,lists
191321,to
191322,lists
191323,of
191324,tuples
191325,","
191326,which
191327,are
191328,hashable
191329,and
191330,are
191331,","
191332,thus
191333,","
191334,candidates
191335,of
191336,making
191337,sets
191338,themselves
191339,:
191340,And
191341,one
191342,more
191343,touch
191344,:
191345,ADDED
191346,In
191347,python
191348,2
191349,.7
191350,the
191351,final
191352,touch
191353,is
191354,simpler
191355,:
191356,Consider
191357,two
191358,lists
191359,A
191360,and
191361,B
191362,.
191363,I
191364,know
191365,that
191366,list
191367,(set(A)
191368,-
191369,set
191370,(B))
191371,will
191372,give
191373,the
191374,difference
191375,between
191376,A
191377,and
191378,B
191379,.
191380,What
191381,about
191382,the
191383,situation
191384,whereby
191385,elements
191386,in
191387,both
191388,A
191389,and
191390,B
191391,are
191392,lists
191393,.
191394,i
191395,.e.
191396,A
191397,and
191398,B
191399,are
191400,list
191401,of
191402,list
191403,?
191404,For
191405,e
191406,.g.
191407,I
191408,wish
191409,to
191410,return
191411,the
191412,difference
191413,A
191414,-
191415,B
191416,as
191417,a
191418,list
191419,of
191420,list
191421,i
191422,.e.
191423,"[[1,2],[5,6]]"
191424,Here
191425,'s
191426,a
191427,one
191428,-liner
191429,you
191430,could
191431,use
191432,:
191433,Or
191434,if
191435,you
191436,want
191437,to
191438,use
191439,filter
191440,:
191441,Use
191442,str
191443,.startswith
191444,and
191445,boolean
191446,indexing
191447,:
191448,Another
191449,solution
191450,with
191451,str
191452,.contains:
191453,Last
191454,solution
191455,with
191456,filter
191457,:
191458,I
191459,have
191460,a
191461,large
191462,database
191463,in
191464,which
191465,I
191466,want
191467,to
191468,select
191469,all
191470,the
191471,columns
191472,that
191473,meet
191474,a
191475,certain
191476,criteria
191477,:
191478,My
191479,data
191480,looks
191481,like
191482,the
191483,following
191484,:
191485,I
191486,want
191487,to
191488,select
191489,all
191490,the
191491,data
191492,whose
191493,Name
191494,starts
191495,with
191496,target
191497,.
191498,So
191499,the
191500,selected
191501,df
191502,would
191503,be
191504,:
191505,I
191506,am
191507,reading
191508,the
191509,data
191510,using
191511,:
191512,How
191513,can
191514,I
191515,select
191516,the
191517,data
191518,I
191519,want
191520,?
191521,You
191522,may
191523,unwrap
191524,the
191525,string
191526,in
191527,variable
191528,for
191529,each
191530,feature
191531,as
191532,:
191533,Now
191534,","
191535,you
191536,may
191537,check
191538,for
191539,each
191540,feature
191541,as
191542,:
191543,I
191544,guess
191545,you
191546,could
191547,do
191548,something
191549,"like:
Where using:
reversed - because bits are read from LSB to MSB so we need to iterate from right to left.
enumerate - because we want to get the associated index to check in our mapping what is the feature name/attributes.
"""".join(bits)"
191550,-
191551,because
191552,we
191553,want
191554,to
191555,be
191556,able
191557,to
191558,join
191559,all
191560,the
191561,items
191562,on
191563,the
191564,list
191565,to
191566,one
191567,iterable
191568,object
191569,we
191570,can
191571,go
191572,through
191573,.
191574,The
191575,solution
191576,depends
191577,on
191578,your
191579,way
191580,to
191581,enumerate
191582,the
191583,features
191584,.
191585,if
191586,you
191587,enumerate
191588,your
191589,features
191590,from
191591,0
191592,to
191593,63
191594,it
191595,would
191596,be
191597,something
191598,like
191599,this
191600,:
191601,However
191602,","
191603,you
191604,can
191605,easily
191606,adjust
191607,this
191608,method
191609,to
191610,match
191611,other
191612,enumerations
191613,.
191614,I
191615,have
191616,a
191617,list
191618,of
191619,64
191620,bits
191621,.
191622,Here
191623,each
191624,and
191625,every
191626,bit
191627,represents
191628,a
191629,feature
191630,.
191631,If
191632,a
191633,bit
191634,is
191635,1
191636,then
191637,that
191638,particular
191639,feature
191640,is
191641,supported
191642,else
191643,not
191644,.
191645,Is
191646,there
191647,any
191648,way
191649,were
191650,i
191651,can
191652,check
191653,the
191654,bit
191655,and
191656,just
191657,return
191658,its
191659,associated
191660,feature
191661,if
191662,it
191663,is
191664,1
191665,.
191666,Input
191667,:
191668,1111111
191669,Output
191670,:
191671,If
191672,all
191673,bits
191674,are
191675,one
191676,then
191677,I
191678,need
191679,to
191680,print
191681,all
191682,eight
191683,features
191684,masked
191685,in
191686,it
191687,.
191688,You
191689,can
191690,make
191691,a
191692,list
191693,of
191694,features
191695,first
191696,.
191697,Then
191698,make
191699,a
191700,function
191701,.
191702,Then
191703,use
191704,a
191705,loop
191706,to
191707,get
191708,features
191709,for
191710,each
191711,bit
191712,string
191713,.
191714,Note
191715,that
191716,","
191717,it
191718,is
191719,not
191720,very
191721,efficient
191722,","
191723,but
191724,it
191725,is
191726,verbose
191727,so
191728,that
191729,a
191730,newbie
191731,can
191732,understand
191733,.
191734,I
191735,don
191736,'t
191737,know
191738,whether
191739,I
191740,'ve
191741,understood
191742,exactly
191743,:)
191744,You
191745,can
191746,redirect
191747,the
191748,output
191749,of
191750,the
191751,solution
191752,by
191753,using
191754,which
191755,is
191756,relative
191757,to
191758,the
191759,top_dir
191760,(https://waf.io/apidocs/Context.html?highlight=top_dir#waflib.Context.top_dir).
191761,So
191762,in
191763,your
191764,case
191765,:
191766,I
191767,recently
191768,wrote
191769,this
191770,simple
191771,waf
191772,build
191773,"script: 
but the problem is that the outputed solution file is at the root of the project (where wscript is)"
191774,;
191775,Would
191776,there
191777,be
191778,a
191779,way
191780,to
191781,generate
191782,the
191783,ide
191784,specific
191785,files
191786,into
191787,another
191788,directory
191789,(for
191790,instance
191791,","
191792,ide
191793,/msvs)
191794,?
191795,You
191796,need
191797,to
191798,use
191799,a
191800,dictionary
191801,","
191802,not
191803,an
191804,array
191805,:
191806,I
191807,read
191808,the
191809,name
191810,and
191811,the
191812,points
191813,of
191814,each
191815,person
191816,from
191817,a
191818,database
191819,and
191820,I
191821,need
191822,to
191823,have
191824,something
191825,like
191826,that
191827,:
191828,I
191829,'ve
191830,tried
191831,this
191832,:
191833,but
191834,I
191835,got
191836,this
191837,error
191838,In
191839,python
191840,I
191841,have
191842,2
191843,three
191844,dimensional
191845,"arrays: 
T with size (n,n,n)"
191846,U
191847,with
191848,size
191849,"(k,n,n)"
191850,T
191851,and
191852,U
191853,can
191854,be
191855,seen
191856,as
191857,many
191858,2
191859,-D
191860,arrays
191861,one
191862,next
191863,to
191864,the
191865,other
191866,.
191867,I
191868,need
191869,to
191870,multiply
191871,all
191872,those
191873,matrices
191874,","
191875,ie
191876,I
191877,have
191878,to
191879,perform
191880,the
191881,following
191882,operation
191883,:
191884,As
191885,n
191886,might
191887,be
191888,very
191889,big
191890,I
191891,am
191892,wondering
191893,if
191894,this
191895,operation
191896,could
191897,be
191898,in
191899,some
191900,way
191901,speed
191902,up
191903,with
191904,numpy
191905,.
191906,Carefully
191907,looking
191908,into
191909,the
191910,iterators
191911,and
191912,how
191913,they
191914,are
191915,involved
191916,in
191917,those
191918,dot
191919,product
191920,reductions
191921,","
191922,we
191923,could
191924,translate
191925,all
191926,of
191927,those
191928,into
191929,one
191930,np
191931,.einsum
191932,implementation
191933,like
191934,so
191935,-
191936,I
191937,have
191938,a
191939,3
191940,tables
191941,table
191942,1
191943,table
191944,2
191945,table
191946,3
191947,How
191948,I
191949,can
191950,change
191951,a
191952,status
191953,in
191954,table
191955,2
191956,when
191957,I
191958,create
191959,a
191960,link
191961,in
191962,table
191963,3
191964,","
191965,with
191966,sqlalchemy
191967,ORM
191968,in
191969,python
191970,","
191971,status
191972,must
191973,be
191974,changed
191975,when
191976,link
191977,in
191978,table
191979,3
191980,created
191981,and
191982,also
191983,must
191984,be
191985,changed
191986,when
191987,link
191988,deleted
191989,","
191990,who
191991,have
191992,any
191993,cool
191994,and
191995,simple
191996,ideas
191997,?
191998,solved
191999,problem
192000,by
192001,use
192002,ORM
192003,Events
192004,See
192005,the
192006,following
192007,other
192008,question
192009,for
192010,the
192011,resolution
192012,to
192013,this
192014,problem
192015,.
192016,sqlplus
192017,remote
192018,connection
192019,giving
192020,ORA
192021,-21561
192022,Effectively
192023,the
192024,client
192025,requires
192026,a
192027,host
192028,name
192029,in
192030,order
192031,to
192032,generate
192033,a
192034,unique
192035,identifier
192036,which
192037,is
192038,used
192039,when
192040,connecting
192041,to
192042,the
192043,database
192044,.
192045,Ok
192046,","
192047,here
192048,is
192049,the
192050,explanation
192051,:
192052,Oracle
192053,has
192054,a
192055,funny
192056,behavior
192057,where
192058,if
192059,the
192060,hostname
192061,given
192062,by
192063,hostname
192064,can
192065,'t
192066,be
192067,resolved
192068,","
192069,it
192070,will
192071,fail
192072,connecting
192073,to
192074,the
192075,DB
192076,.
192077,Fortunately
192078,","
192079,in
192080,Linux
192081,","
192082,one
192083,can
192084,override
192085,the
192086,DNS
192087,entry
192088,for
192089,a
192090,session
192091,by
192092,writing
192093,an
192094,alias
192095,file
192096,in
192097,"/tmp,"
192098,then
192099,setting
192100,the
192101,environment
192102,variable
192103,HOSTALIASES
192104,to
192105,that
192106,file
192107,.
192108,So
192109,adding
192110,this
192111,code
192112,to
192113,my
192114,function
192115,help
192116,to
192117,generate
192118,this
192119,file
192120,","
192121,and
192122,now
192123,I
192124,can
192125,successfully
192126,connect
192127,:
192128,Hope
192129,it
192130,can
192131,help
192132,someone
192133,else
192134,!
192135,I
192136,'m
192137,trying
192138,to
192139,connect
192140,to
192141,an
192142,Oracle
192143,DB
192144,using
192145,AWS
192146,Lambda
192147,Python
192148,code
192149,.
192150,My
192151,code
192152,is
192153,below
192154,:
192155,If
192156,have
192157,already
192158,added
192159,all
192160,dependencies
192161,in
192162,"""lib"""
192163,folder
192164,","
192165,thanks
192166,to
192167,AWS
192168,Python
192169,Lambda
192170,with
192171,Oracle
192172,When
192173,running
192174,this
192175,code
192176,","
192177,I
192178,'m
192179,getting
192180,:
192181,DatabaseError
192182,:
192183,ORA
192184,-21561:
192185,OID
192186,generation
192187,failed
192188,i
192189,'ve
192190,tried
192191,to
192192,connect
192193,using
192194,IP
192195,of
192196,the
192197,Oracle
192198,server
192199,and
192200,the
192201,name
192202,:
192203,same
192204,error
192205,.
192206,Here
192207,is
192208,the
192209,output
192210,of
192211,the
192212,error
192213,For
192214,those
192215,who
192216,have
192217,successfully
192218,run
192219,the
192220,CX_Oracle
192221,in
192222,AWS
192223,Lambda
192224,Python
192225,","
192226,can
192227,you
192228,please
192229,help
192230,?
192231,Thanks
192232,I
192233,'m
192234,not
192235,sure
192236,the
192237,best
192238,way
192239,to
192240,explain
192241,it
192242,so
192243,I
192244,created
192245,an
192246,example
192247,picture
192248,and
192249,made
192250,up
192251,some
192252,data
192253,:
192254,I
192255,looked
192256,at
192257,this
192258,post
192259,and
192260,know
192261,I
192262,need
192263,to
192264,use
192265,some
192266,forloop
192267,template
192268,stuff
192269,:
192270,Displaying
192271,a
192272,Table
192273,in
192274,Django
192275,from
192276,Database
192277,The
192278,parts
192279,that
192280,are
192281,throwing
192282,me
192283,off
192284,are
192285,how
192286,to
192287,have
192288,a
192289,table
192290,within
192291,a
192292,table
192293,.
192294,For
192295,example
192296,","
192297,the
192298,doctor
192299,"'Bob"""
192300,has
192301,3
192302,different
192303,patients
192304,.
192305,Bob
192306,has
192307,one
192308,row
192309,but
192310,Bob
192311,'s
192312,patient
192313,column
192314,has
192315,3
192316,rows
192317,within
192318,it
192319,.
192320,I
192321,'m
192322,having
192323,trouble
192324,finding
192325,an
192326,example
192327,like
192328,this
192329,to
192330,work
192331,off
192332,of
192333,and
192334,am
192335,not
192336,sure
192337,how
192338,to
192339,approach
192340,it
192341,.
192342,I
192343,also
192344,need
192345,those
192346,patients
192347,to
192348,link
192349,to
192350,the
192351,individual
192352,patient
192353,pages
192354,.
192355,So
192356,if
192357,I
192358,click
192359,on
192360,Bob
192361,'s
192362,patient
192363,'C755'
192364,I
192365,will
192366,be
192367,directed
192368,to
192369,that
192370,patient
192371,'s
192372,page
192373,.
192374,I
192375,was
192376,thinking
192377,something
192378,like
192379,:
192380,Thanks
192381,for
192382,any
192383,help
192384,.
192385,Just
192386,not
192387,sure
192388,the
192389,best
192390,way
192391,to
192392,approach
192393,this
192394,.
192395,"""A"
192396,'related
192397,manager
192398,'
192399,is
192400,a
192401,manager
192402,used
192403,in
192404,a
192405,one
192406,-to-many
192407,or
192408,many
192409,-to-many
192410,related
192411,context
192412,"."""
192413,https
192414,://docs.djangoproject.com/en/1.10/ref/models/relations/
192415,I
192416,can
192417,'t
192418,see
192419,how
192420,your
192421,relation
192422,between
192423,doctor
192424,and
192425,patient
192426,is
192427,","
192428,but
192429,supposing
192430,it
192431,is
192432,something
192433,like
192434,this
192435,:
192436,You
192437,can
192438,easly
192439,iterate
192440,over
192441,doctor
192442,.patient
192443,using
192444,:
192445,If
192446,you
192447,don
192448,'t
192449,have
192450,a
192451,verbose_name
192452,attribute
192453,for
192454,the
192455,relation
192456,","
192457,then
192458,instead
192459,of
192460,using
192461,doctor
192462,.patients.all
192463,you
192464,use
192465,doctor
192466,.patients_set.all.
192467,And
192468,to
192469,the
192470,patient
192471,'s
192472,page
192473,","
192474,you
192475,can
192476,use
192477,a
192478,method
192479,inside
192480,your
192481,class
192482,Patient
192483,to
192484,easly
192485,do
192486,this
192487,:
192488,"""with"
192489,get_absolute_url
192490,on
192491,your
192492,model
192493,it
192494,can
192495,make
192496,dealing
192497,with
192498,them
192499,on
192500,a
192501,per
192502,-object
192503,basis
192504,much
192505,simpler
192506,and
192507,cleaner
192508,across
192509,your
192510,entire
192511,site
192512,""""
192513,https
192514,://godjango.com/67-understanding-get_absolute_url/
192515,Like
192516,Avihoo
192517,Mamka
192518,mentioned
192519,in
192520,the
192521,comment
192522,you
192523,need
192524,to
192525,provide
192526,some
192527,extra
192528,request
192529,headers
192530,to
192531,not
192532,get
192533,rejected
192534,by
192535,this
192536,website
192537,.
192538,In
192539,this
192540,case
192541,it
192542,seems
192543,to
192544,just
192545,be
192546,the
192547,User
192548,-Agent
192549,header
192550,.
192551,By
192552,default
192553,scrapy
192554,identifies
192555,itself
192556,with
192557,user
192558,agent
192559,"""Scrapy/{version}(+http://scrapy.org)""."
192560,Some
192561,websites
192562,might
192563,reject
192564,this
192565,for
192566,one
192567,reason
192568,or
192569,another
192570,.
192571,To
192572,avoid
192573,this
192574,just
192575,set
192576,headers
192577,parameter
192578,of
192579,your
192580,Request
192581,with
192582,a
192583,common
192584,user
192585,agent
192586,string
192587,:
192588,You
192589,can
192590,find
192591,a
192592,huge
192593,list
192594,of
192595,user
192596,-agents
192597,here
192598,","
192599,though
192600,you
192601,should
192602,stick
192603,with
192604,popular
192605,web
192606,-browser
192607,ones
192608,like
192609,Firefox
192610,","
192611,Chrome
192612,etc
192613,.
192614,for
192615,the
192616,best
192617,results
192618,You
192619,can
192620,implement
192621,it
192622,to
192623,work
192624,with
192625,your
192626,spiders
192627,start_urls
192628,too
192629,:
192630,I
192631,'m
192632,new
192633,to
192634,scrapy
192635,and
192636,I
192637,made
192638,the
192639,scrapy
192640,project
192641,to
192642,scrap
192643,data
192644,.
192645,I
192646,'m
192647,trying
192648,to
192649,scrapy
192650,the
192651,data
192652,from
192653,the
192654,website
192655,but
192656,I
192657,'m
192658,getting
192659,following
192660,error
192661,logs
192662,I
192663,'m
192664,trying
192665,following
192666,command
192667,then
192668,on
192669,website
192670,console
192671,then
192672,I
192673,got
192674,the
192675,response
192676,but
192677,when
192678,I
192679,'m
192680,using
192681,same
192682,path
192683,inside
192684,python
192685,script
192686,then
192687,I
192688,got
192689,the
192690,error
192691,which
192692,I
192693,have
192694,described
192695,above
192696,.
192697,Commands
192698,on
192699,web
192700,console
192701,:
192702,Please
192703,help
192704,me
192705,.
192706,Thanks
192707,Use
192708,a
192709,generic
192710,type
192711,to
192712,indicate
192713,that
192714,you
192715,'ll
192716,be
192717,returning
192718,an
192719,instance
192720,of
192721,"cls:
Any subclass overriding the class method but then returning an instance of a parent class (TrivialClass or a subclass that is still an ancestor)"
192722,would
192723,be
192724,detected
192725,as
192726,an
192727,error
192728,","
192729,because
192730,the
192731,factory
192732,method
192733,is
192734,defined
192735,as
192736,returning
192737,an
192738,instance
192739,of
192740,the
192741,type
192742,of
192743,cls
192744,.
192745,The
192746,bound
192747,argument
192748,specifies
192749,that
192750,T
192751,has
192752,to
192753,be
192754,a
192755,(subclass
192756,of
192757,)
192758,TrivialClass
192759,;
192760,because
192761,the
192762,class
192763,doesn
192764,'t
192765,yet
192766,exist
192767,when
192768,you
192769,define
192770,the
192771,generic
192772,","
192773,you
192774,need
192775,to
192776,use
192777,a
192778,forward
192779,reference
192780,(a
192781,string
192782,with
192783,the
192784,name
192785,).
192786,See
192787,the
192788,Annotating
192789,instance
192790,and
192791,class
192792,methods
192793,section
192794,of
192795,PEP
192796,484
192797,.
192798,Note
192799,:
192800,The
192801,first
192802,revision
192803,of
192804,this
192805,answer
192806,advocated
192807,using
192808,a
192809,forward
192810,reference
192811,naming
192812,the
192813,class
192814,itself
192815,as
192816,the
192817,return
192818,value
192819,","
192820,but
192821,issue
192822,1212
192823,made
192824,it
192825,possible
192826,to
192827,use
192828,generics
192829,instead
192830,","
192831,a
192832,better
192833,solution
192834,.
192835,Given
192836,a
192837,class
192838,with
192839,a
192840,helper
192841,method
192842,for
192843,initialization
192844,:
192845,Is
192846,it
192847,possible
192848,to
192849,annotate
192850,the
192851,return
192852,type
192853,of
192854,the
192855,from_int
192856,method
192857,?
192858,I
192859,'v
192860,tried
192861,both
192862,cls
192863,and
192864,TrivialClass
192865,but
192866,PyCharm
192867,flags
192868,them
192869,as
192870,unresolved
192871,references
192872,which
192873,sounds
192874,reasonable
192875,at
192876,that
192877,point
192878,in
192879,time
192880,.
192881,I
192882,have
192883,this
192884,code
192885,which
192886,scrapes
192887,usernames
192888,:
192889,When
192890,it
192891,starts
192892,putting
192893,all
192894,the
192895,names
192896,in
192897,a
192898,list
192899,like
192900,this
192901,After
192902,an
192903,hour
192904,off
192905,running
192906,I
192907,get
192908,memory
192909,allocation
192910,errors
192911,","
192912,obviously
192913,I
192914,know
192915,why
192916,this
192917,happens
192918,but
192919,how
192920,can
192921,I
192922,fix
192923,it
192924,?
192925,I
192926,was
192927,thinking
192928,just
192929,getting
192930,the
192931,usernames
192932,from
192933,a
192934,single
192935,page
192936,and
192937,output
192938,them
192939,to
192940,file
192941,immediately
192942,","
192943,delete
192944,contents
192945,of
192946,list
192947,","
192948,repeat
192949,","
192950,but
192951,I
192952,didn
192953,'t
192954,know
192955,how
192956,to
192957,implement
192958,this
192959,.
192960,You
192961,can
192962,use
192963,Python
192964,Resource
192965,Library
192966,to
192967,increase
192968,your
192969,process
192970,allocated
192971,memory
192972,as
192973,threads
192974,of
192975,a
192976,process
192977,use
192978,memory
192979,of
192980,their
192981,parent
192982,process
192983,they
192984,cannot
192985,allocate
192986,extra
192987,memory
192988,.
192989,The
192990,code
192991,you
192992,use
192993,keeps
192994,all
192995,the
192996,downloaded
192997,documents
192998,in
192999,memory
193000,for
193001,two
193002,"reasons:
you return a.string, which is not just a str but a bs4.element.NavigableString and as such keeps a reference to its parent and ultimately to the whole document tree.
you return a generator expression, which will capture the local context (in this case the soup)"
193003,until
193004,it
193005,is
193006,used
193007,.
193008,One
193009,way
193010,to
193011,fix
193012,this
193013,would
193014,be
193015,to
193016,use
193017,:
193018,This
193019,way
193020,no
193021,references
193022,to
193023,the
193024,soup
193025,objects
193026,are
193027,kept
193028,","
193029,and
193030,the
193031,expression
193032,is
193033,executed
193034,immediately
193035,and
193036,a
193037,list
193038,of
193039,strs
193040,returned
193041,.
193042,As
193043,this
193044,answer
193045,suggests
193046,you
193047,have
193048,to
193049,use
193050,I
193051,want
193052,to
193053,do
193054,an
193055,automation
193056,of
193057,the
193058,Internet
193059,Explorer
193060,.
193061,Open
193062,the
193063,Internet
193064,Explorer
193065,","
193066,navigate
193067,to
193068,login
193069,.live.com
193070,and
193071,set
193072,a
193073,value
193074,into
193075,the
193076,email
193077,textbox
193078,.
193079,Here
193080,'s
193081,the
193082,simple
193083,"script:
The last line always returns the following TypeError: 
getElementById()"
193084,takes
193085,exactly
193086,1
193087,argument
193088,(2
193089,given
193090,)
193091,When
193092,I
193093,try
193094,to
193095,add
193096,the
193097,value
193098,through
193099,the
193100,console
193101,of
193102,the
193103,Internet
193104,Explorer
193105,it
193106,works
193107,.
193108,Btw
193109,.
193110,the
193111,getElementsByTagName
193112,()
193113,method
193114,works
193115,without
193116,any
193117,Errors
193118,.
193119,Thanks
193120,for
193121,any
193122,help
193123,!
193124,Okay
193125,..
193126,I
193127,wrote
193128,a
193129,workaround
193130,for
193131,this
193132,:
193133,For
193134,browser
193135,automation
193136,I
193137,recommend
193138,to
193139,use
193140,the
193141,Selenium
193142,library
193143,.
193144,The
193145,traceback
193146,does
193147,not
193148,show
193149,rpy2
193150,code
193151,involved
193152,","
193153,and
193154,the
193155,details
193156,of
193157,regression_test
193158,.py
193159,are
193160,not
193161,known
193162,.
193163,I
193164,have
193165,seen
193166,reports
193167,of
193168,unicode
193169,-related
193170,issues
193171,with
193172,Spyder
193173,.
193174,Can
193175,you
193176,try
193177,with
193178,Python
193179,3
193180,instead
193181,of
193182,Python
193183,2
193184,?
193185,Python
193186,3
193187,is
193188,making
193189,the
193190,handling
193191,of
193192,string
193193,a
193194,little
193195,more
193196,consistent
193197,","
193198,and
193199,it
193200,might
193201,solve
193202,the
193203,issue
193204,.
193205,I
193206,'ve
193207,installed
193208,rpy2
193209,in
193210,Anaconda
193211,.
193212,This
193213,is
193214,the
193215,code
193216,I
193217,"run:
I encouter error (I've changed username to ""myuser"")"
193218,:
193219,My
193220,software
193221,"versions:
Anaconda 4.0.0 (64-bit)"
193222,Python
193223,2
193224,.7.11
193225,R
193226,3
193227,.3.1
193228,IPython
193229,4
193230,.1.2
193231,Does
193232,anybody
193233,know
193234,how
193235,to
193236,deal
193237,with
193238,it
193239,?
193240,I
193241,got
193242,it
193243,working
193244,with
193245,however
193246,","
193247,how
193248,would
193249,I
193250,edit
193251,my
193252,code
193253,so
193254,it
193255,can
193256,read
193257,text
193258,with
193259,characters
193260,like
193261,""""
193262,Ã
193263,±
193264,""""
193265,and
193266,parse
193267,/write
193268,them
193269,without
193270,getting
193271,errors
193272,about
193273,decode
193274,problems
193275,?
193276,I
193277,'m
193278,currently
193279,reading
193280,a
193281,config
193282,file
193283,getting
193284,all
193285,values
193286,from
193287,a
193288,specific
193289,section
193290,and
193291,printing
193292,them
193293,however
193294,","
193295,instead
193296,of
193297,printing
193298,them
193299,I
193300,would
193301,like
193302,to
193303,create
193304,a
193305,new
193306,config
193307,file
193308,with
193309,just
193310,that
193311,section
193312,I
193313,am
193314,reading
193315,.
193316,How
193317,would
193318,I
193319,go
193320,about
193321,this
193322,?
193323,code
193324,config
193325,ini
193326,Also
193327,while
193328,I
193329,'m
193330,here
193331,","
193332,I
193333,'m
193334,not
193335,sure
193336,how
193337,I
193338,would
193339,get
193340,this
193341,to
193342,work
193343,with
193344,encoded
193345,strings
193346,like
193347,"""ñ"""
193348,as
193349,it
193350,errors
193351,","
193352,however
193353,I
193354,need
193355,my
193356,new
193357,config
193358,file
193359,exactly
193360,how
193361,I
193362,'m
193363,reading
193364,it
193365,.
193366,I
193367,am
193368,using
193369,pyhs2
193370,to
193371,query
193372,hive
193373,through
193374,python
193375,but
193376,I
193377,cannot
193378,set
193379,the
193380,queue
193381,inside
193382,the
193383,query
193384,.
193385,I
193386,want
193387,to
193388,set
193389,the
193390,queue
193391,to
193392,adhoc
193393,and
193394,when
193395,I
193396,try
193397,to
193398,put
193399,the
193400,queue
193401,inside
193402,the
193403,query
193404,:
193405,The
193406,second
193407,part
193408,of
193409,the
193410,query
193411,doesn
193412,'t
193413,get
193414,executed
193415,Apparently
193416,it
193417,is
193418,not
193419,possible
193420,to
193421,run
193422,multiple
193423,statements
193424,with
193425,pyhs2
193426,therefore
193427,you
193428,are
193429,unable
193430,to
193431,set
193432,the
193433,mapred
193434,queue
193435,name
193436,.
193437,Pyhs2
193438,is
193439,no
193440,longer
193441,maintained
193442,and
193443,the
193444,readme
193445,advises
193446,to
193447,use
193448,PyHive
193449,which
193450,supports
193451,these
193452,kind
193453,of
193454,operations
